date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:36	134139/134139	---MCZ	200	added ('OK')	text/html	etag:%22bfdd0c17c08a10e95e87ca99dab1e88f-ssl-df%22	https://masco-tailwind.netlify.app/index-4	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-4.html	(from )
11:00:37	1368/1368	---MCZ	404	error ('Not%20Found')	text/html	etag:1700673003-ssl-df	https://masco-tailwind.netlify.app/robots.txt		(from )
11:00:38	519/519	---M--	200	added ('OK')	image/png	etag:%2286173834ca9a9495ef8635a5d10bc1e5-ssl%22	https://masco-tailwind.netlify.app/assets/img/favicon.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/favicon.png	(from https://masco-tailwind.netlify.app/index-4)
11:00:41	1930/1930	---M-Z	200	added ('OK')	text/css	etag:%22e88eaf5c06d7171a0d36f402f82c797b-ssl-df%22	https://masco-tailwind.netlify.app/assets/fonts/webfonts/inter/stylesheet.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/webfonts/inter/stylesheet.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:42	4026/4026	---MCZ	200	added ('OK')	text/css	etag:%224a299b44ba00a07bf4f9a0452c5901aa-ssl-df%22	https://masco-tailwind.netlify.app/assets/fonts/webfonts/dm-sans/stylesheet.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/webfonts/dm-sans/stylesheet.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:43	18436/18436	---MCZ	200	added ('OK')	text/css	etag:%221ca62e6e7a43ea3bf0e7cde8197be2e9-ssl-df%22	https://masco-tailwind.netlify.app/assets/css/vendors/swiper-bundle.min.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/css/vendors/swiper-bundle.min.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:44	7903/7903	---MCZ	200	added ('OK')	text/css	etag:%228f4e5a27afeeecdbce6fb8272323eb2f-ssl-df%22	https://masco-tailwind.netlify.app/assets/css/vendors/jos.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/css/vendors/jos.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:45	512515/512515	---MCZ	200	added ('OK')	text/css	etag:%220d683de0281851b2c4186ba27f0477d4-ssl-df%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:46	20237/20237	---MCZ	200	added ('OK')	text/css	etag:%22a9e20553d6b66fff445a3340c9fac804-ssl-df%22	https://masco-tailwind.netlify.app/assets/css/vendors/menu.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/css/vendors/menu.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:47	951/951	---M--	200	added ('OK')	text/css	etag:%22792a000a1b616a8e118d70696dd2ae5b-ssl%22	https://masco-tailwind.netlify.app/assets/css/custom.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/css/custom.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:50	130984/130984	---MCZ	200	added ('OK')	text/css	etag:%22310a7cba8388168ff70e6933664cacca-ssl-df%22	https://masco-tailwind.netlify.app/assets/css/style.css	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/css/style.css	(from https://masco-tailwind.netlify.app/index-4)
11:00:51	1941/1941	---M--	200	added ('OK')	image/png	etag:%22c3c71d92db0de45336e7d0d16c270989-ssl%22	https://masco-tailwind.netlify.app/assets/img/logo-violet-dark.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/logo-violet-dark.png	(from https://masco-tailwind.netlify.app/index-4)
11:00:53	81522/81522	---MCZ	200	added ('OK')	text/html	etag:%227a9fcf2810fee7c90375a8dd259b7aff-ssl-df%22	https://masco-tailwind.netlify.app/index-2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-2.html	(from https://masco-tailwind.netlify.app/index-4)
11:00:54	80160/80160	---MCZ	200	added ('OK')	text/html	etag:%22c4976f3db347d116be4152f89c99aacb-ssl-df%22	https://masco-tailwind.netlify.app/index-3	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-3.html	(from https://masco-tailwind.netlify.app/index-4)
11:00:55	81475/81475	---MCZ	200	added ('OK')	text/html	etag:%229d2c998ef0d3aab11478529b803ee70a-ssl-df%22	https://masco-tailwind.netlify.app/	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index.html	(from https://masco-tailwind.netlify.app/index-4)
11:00:55	106735/106735	---MCZ	200	added ('OK')	text/html	etag:%229d0f4d9671b2927673ff6d182c709fd1-ssl-df%22	https://masco-tailwind.netlify.app/index-5	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-5.html	(from https://masco-tailwind.netlify.app/index-4)
11:00:58	112510/112510	---MCZ	200	added ('OK')	text/html	etag:%22c1d37f98a601a46131d3bc273ff6d0bc-ssl-df%22	https://masco-tailwind.netlify.app/index-6	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-6.html	(from https://masco-tailwind.netlify.app/index-4)
11:00:59	97328/97328	---MCZ	200	added ('OK')	text/html	etag:%22a9fceaa5a70797dd55acded2351a9ba0-ssl-df%22	https://masco-tailwind.netlify.app/index-7	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-7.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:02	94626/94626	---MCZ	200	added ('OK')	text/html	etag:%2224b0c6ca35bec3404f0f75b680aeab21-ssl-df%22	https://masco-tailwind.netlify.app/index-8	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-8.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:02	102763/102763	---MCZ	200	added ('OK')	text/html	etag:%224aedea89675ca78347cad4eaef189335-ssl-df%22	https://masco-tailwind.netlify.app/index-9	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-9.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:03	96928/96928	---MCZ	200	added ('OK')	text/html	etag:%22a1746a8a7454bd5cb2fdbc2d341eca10-ssl-df%22	https://masco-tailwind.netlify.app/index-10	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-10.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:05	104236/104236	---MCZ	200	added ('OK')	text/html	etag:%22e4dbdf525c6735a61fed543898db424a-ssl-df%22	https://masco-tailwind.netlify.app/index-11	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-11.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:06	78196/78196	---MCZ	200	added ('OK')	text/html	etag:%22e69e7916c31c4f1abc2e8cf555f0bb41-ssl-df%22	https://masco-tailwind.netlify.app/index-12	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-12.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:31	90050/90050	---MCZ	200	added ('OK')	text/html	etag:%22c95cd057d1c1de93d9ee7495ee9dd5ee-ssl-df%22	https://masco-tailwind.netlify.app/index-14	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-14.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:31	89915/89915	---MCZ	200	added ('OK')	text/html	etag:%22738760f95e7942cd6a425cfbdec4a5da-ssl-df%22	https://masco-tailwind.netlify.app/index-15	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/index-15.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:32	87397/87397	---MCZ	200	added ('OK')	text/html	etag:%22df162dd0302daf627049c463f2667387-ssl-df%22	https://masco-tailwind.netlify.app/about	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/about.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:34	82528/82528	---MCZ	200	added ('OK')	text/html	etag:%226443e5aec6c569897f35c6e9a8935bcc-ssl-df%22	https://masco-tailwind.netlify.app/services	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/services.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:35	51161/51161	---MCZ	200	added ('OK')	text/html	etag:%22ef6c49423c9d22d2f80bd25cd107d490-ssl-df%22	https://masco-tailwind.netlify.app/service-details	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/service-details.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:37	60839/60839	---MCZ	200	added ('OK')	text/html	etag:%2282f9ef76682147aefebc5d2340df3b8d-ssl-df%22	https://masco-tailwind.netlify.app/blog	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/blog.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:38	73474/73474	---MCZ	200	added ('OK')	text/html	etag:%221078c340944c5b84d9d59d267a3641b6-ssl-df%22	https://masco-tailwind.netlify.app/blog-details	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/blog-details.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:39	69173/69173	---MCZ	200	added ('OK')	text/html	etag:%224291af3661171dd19e656f70aaa27584-ssl-df%22	https://masco-tailwind.netlify.app/teams	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/teams.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:40	50775/50775	---MCZ	200	added ('OK')	text/html	etag:%227541302e0b253728524473042ed8345e-ssl-df%22	https://masco-tailwind.netlify.app/faq	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/faq.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:42	43653/43653	---MCZ	200	added ('OK')	text/html	etag:%2297b32d0a63059661920aea37931c8c00-ssl-df%22	https://masco-tailwind.netlify.app/faq-2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/faq-2.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:43	52071/52071	---MCZ	200	added ('OK')	text/html	etag:%22537bc125f6b3604e5b8aa976dd5fc25e-ssl-df%22	https://masco-tailwind.netlify.app/faq-3	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/faq-3.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:45	95287/95287	---MCZ	200	added ('OK')	text/html	etag:%22c0994223a74b1b70a82fd2202b358417-ssl-df%22	https://masco-tailwind.netlify.app/faq-4	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/faq-4.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:46	58111/58111	---MCZ	200	added ('OK')	text/html	etag:%227f676a0bc2faae8d236bfa9c50779924-ssl-df%22	https://masco-tailwind.netlify.app/portfolio	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/portfolio.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:47	53060/53060	---MCZ	200	added ('OK')	text/html	etag:%22122e64969da62b6e0c90b03ea9d96da4-ssl-df%22	https://masco-tailwind.netlify.app/portfolio-2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/portfolio-2.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:48	51699/51699	---MCZ	200	added ('OK')	text/html	etag:%2275f02e497fed41933ed83b73cc83efd3-ssl-df%22	https://masco-tailwind.netlify.app/portfolio-3	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/portfolio-3.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:50	77894/77894	---MCZ	200	added ('OK')	text/html	etag:%2296961473695e23fa0e8b1de68e775dee-ssl-df%22	https://masco-tailwind.netlify.app/portfolio-4	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/portfolio-4.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:52	46039/46039	---MCZ	200	added ('OK')	text/html	etag:%228e8dc1c892f2a6e3592ec7ea0b65e33d-ssl-df%22	https://masco-tailwind.netlify.app/portfolio-details	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/portfolio-details.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:54	51288/51288	---MCZ	200	added ('OK')	text/html	etag:%22fe8ebb77ba162217de717134359e8bfe-ssl-df%22	https://masco-tailwind.netlify.app/pricing	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/pricing.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:55	40501/40501	---MCZ	200	added ('OK')	text/html	etag:%2209e2bd1f29d410ec3ed2ac713e047902-ssl-df%22	https://masco-tailwind.netlify.app/pricing-2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/pricing-2.html	(from https://masco-tailwind.netlify.app/index-4)
11:01:58	69418/69418	---MCZ	200	added ('OK')	text/html	etag:%22eb17c5a9294911d1f485df859570fb94-ssl-df%22	https://masco-tailwind.netlify.app/careers	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/careers.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:03	49118/49118	---MCZ	200	added ('OK')	text/html	etag:%2238d75c1013612ebaf7a0755241234a21-ssl-df%22	https://masco-tailwind.netlify.app/career-details	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/career-details.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:03	6928/6928	---MCZ	200	added ('OK')	text/html	etag:%22644dca9e5c1bd704e09d71ed3085cbaa-ssl-df%22	https://masco-tailwind.netlify.app/login	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/login.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:05	7581/7581	---MCZ	200	added ('OK')	text/html	etag:%2212f9c622fde178234c54522c4ea1171a-ssl-df%22	https://masco-tailwind.netlify.app/signup	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/signup.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:06	5438/5438	---M-Z	200	added ('OK')	text/html	etag:%22d0ff8bbbc0c8a17a7bbead835a0e2c14-ssl-df%22	https://masco-tailwind.netlify.app/reset-password	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/reset-password.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:07	7112/7112	---MCZ	200	added ('OK')	text/html	etag:%228119a1f20ca8f09f1cb26b121c737fff-ssl-df%22	https://masco-tailwind.netlify.app/coming-soon	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/coming-soon.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:08	32531/32531	---MCZ	200	added ('OK')	text/html	etag:%2290708d689e2c915f2085793fae1a9239-ssl-df%22	https://masco-tailwind.netlify.app/error-404	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/error-404.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:10	44404/44404	---MCZ	200	added ('OK')	text/html	etag:%22d0e446cfa942dba9d7eaf6afebae0f03-ssl-df%22	https://masco-tailwind.netlify.app/contact	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/contact.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:11	49740/49740	---MCZ	200	added ('OK')	text/html	etag:%22ffe153169fc4e690f08ac0ec6fde57f9-ssl-df%22	https://masco-tailwind.netlify.app/contact-2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/contact-2.html	(from https://masco-tailwind.netlify.app/index-4)
11:02:35	1712/1712	---M-Z	200	added ('OK')	image/svg+xml	etag:%22229be967c31e15ec844b13c1126f7aa3-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/elements/hero-4-start-shape-1.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/elements/hero-4-start-shape-1.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:36	103235/103235	---M--	200	added ('OK')	image/png	etag:%22d34bd94fd29a3902e9a9e85be5283ebb-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/hero-img.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/hero-img.png	(from https://masco-tailwind.netlify.app/index-4)
11:02:44	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1700673003-ssl-df	https://masco-tailwind.netlify.app/img/elements/home-4-divider-shape-1.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/img/elements/home-4-divider-shape-1.36.delayed	(from https://masco-tailwind.netlify.app/index-4)
11:02:45	5782/5782	---MCZ	200	added ('OK')	image/svg+xml	etag:%224d71726bfd9d4aa75f8867eb46723d62-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-1.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-1.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:47	5214/5214	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b9498743a7823fefc3e4199007853d3f-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-2.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-2.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:48	5358/5358	---MCZ	200	added ('OK')	image/svg+xml	etag:%2265b49ccfa033a4dd0a98fdabf9f34887-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-3.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-3.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:52	2837/2837	---M-Z	200	added ('OK')	image/svg+xml	etag:%22aa27d720aa3fc323e57678f034346d15-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/elements/home-4-features-element.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/elements/home-4-features-element.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:52	10192/10192	---MCZ	200	added ('OK')	image/svg+xml	etag:%22c09325b2456533b3b7cb55d5f38e46e1-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-4.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-violet-feature-4.svg	(from https://masco-tailwind.netlify.app/index-4)
11:02:58	37561/37561	---M--	200	added ('OK')	image/jpeg	etag:%2211665bfcd68e79b2f3207fa8a4ef813d-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-1.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-1.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:02:58	32165/32165	---M--	200	added ('OK')	image/jpeg	etag:%2212aeb115cf846e3022ed94246498090d-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-2.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-2.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:02:59	45436/45436	---M--	200	added ('OK')	image/jpeg	etag:%2293c39ab6ada767eec9fcaef6c13ee4fb-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-3.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-3.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:02:59	46183/46183	---M--	200	added ('OK')	image/jpeg	etag:%22b9a96882905fb7b2f73ca74eff7cb87c-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-4.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-4.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:03:01	35246/35246	---M--	200	added ('OK')	image/jpeg	etag:%228b664077bdcfe39616d1a098876c73e2-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-5.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-5.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:03:01	87241/87241	---M--	200	added ('OK')	image/png	etag:%226057cb14b08089b050756d1225ee34fe-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/content-img-1.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/content-img-1.png	(from https://masco-tailwind.netlify.app/index-4)
11:03:02	47841/47841	---M--	200	added ('OK')	image/jpeg	etag:%22d73ede023ff98cb2083703053cdb0c68-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/course-img-6.jpg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/course-img-6.jpg	(from https://masco-tailwind.netlify.app/index-4)
11:03:03	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1700673003-ssl-df	https://masco-tailwind.netlify.app/img/elements/home-4-divider-shape-3.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/img/elements/home-4-divider-shape-3.43.delayed	(from https://masco-tailwind.netlify.app/index-4)
11:03:04	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1700673003-ssl-df	https://masco-tailwind.netlify.app/img/elements/home-4-divider-shape-4.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/img/elements/home-4-divider-shape-4.44.delayed	(from https://masco-tailwind.netlify.app/index-4)
11:03:07	3880/3880	---M--	200	added ('OK')	image/png	etag:%22e8af640f0a0fc495d4581b9e8b83ef38-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/testimonial-avatar-1.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/testimonial-avatar-1.png	(from https://masco-tailwind.netlify.app/index-4)
11:03:08	3850/3850	---M--	200	added ('OK')	image/png	etag:%22278c1783308da3f7c99095c3e4a86d3d-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/testimonial-avatar-2.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/testimonial-avatar-2.png	(from https://masco-tailwind.netlify.app/index-4)
11:03:11	9172/9172	---MCZ	200	added ('OK')	image/svg+xml	etag:%224ecda45cc5592dcec213b8c3501f08c1-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-round-apple-app-store.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-round-apple-app-store.svg	(from https://masco-tailwind.netlify.app/index-4)
11:03:12	9255/9255	---MCZ	200	added ('OK')	image/svg+xml	etag:%222773efb50e115f0f15e602122e853d64-ssl-df%22	https://masco-tailwind.netlify.app/assets/img/icons/icon-round-google-play-store.svg	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/icons/icon-round-google-play-store.svg	(from https://masco-tailwind.netlify.app/index-4)
11:03:13	2678/2678	---M-Z	200	added ('OK')	application/javascript	etag:%2286e97e993fb603af48e5eae2f8522bef-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/vendors/counterup.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/vendors/counterup.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:14	105618/105618	---M--	200	added ('OK')	image/png	etag:%22e4986352091457af24aecf8f3bd7115f-ssl%22	https://masco-tailwind.netlify.app/assets/img/th-4/content-img-2.png	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/img/th-4/content-img-2.png	(from https://masco-tailwind.netlify.app/index-4)
11:03:15	148442/148442	---MCZ	200	added ('OK')	application/javascript	etag:%2228d71623cf0dc71d655b293e4d7cde7b-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/vendors/swiper-bundle.min.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/vendors/swiper-bundle.min.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:16	30524/30524	---MCZ	200	added ('OK')	application/javascript	etag:%227ba77a491a3c0f48765bebe0a644f515-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/vendors/fslightbox.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/vendors/fslightbox.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:19	15939/15939	---MCZ	200	added ('OK')	application/javascript	etag:%22cb52eace9022ebdbc78fddb1b52c07ad-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/vendors/jos.min.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/vendors/jos.min.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:21	2443/2443	---M-Z	200	added ('OK')	application/javascript	etag:%222aca245d1816e5390b08b4d297c9d2dd-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/vendors/menu.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/vendors/menu.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:22	6274/6274	---MCZ	200	added ('OK')	application/javascript	etag:%22bd7ed905927cae82edfb77878345c1ee-ssl-df%22	https://masco-tailwind.netlify.app/assets/js/main.js	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/js/main.js	(from https://masco-tailwind.netlify.app/index-4)
11:03:33	192100/192100	---M--	200	added ('OK')	font/ttf	etag:%22eee392639e48a7990065f7f3d4d441d9-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-brands-400.ttf	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-brands-400.ttf	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
11:03:33	110932/110932	---M--	200	added ('OK')	font/woff2	etag:%22abcb2a0f63c100ead5c6e02d1d733454-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-brands-400.woff2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-brands-400.woff2	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
11:03:58	418168/418168	---M--	200	added ('OK')	font/woff2	etag:%2278fcded73f7cda5492d9cb066bdf8190-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-duotone-900.woff2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-duotone-900.woff2	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
11:04:04	429424/429424	---M--	200	added ('OK')	font/woff2	etag:%225e04fea9a6402d3ea70fc3fca09f5ed1-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-light-300.woff2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-light-300.woff2	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
11:04:09	395444/395444	---M--	200	added ('OK')	font/woff2	etag:%22c27601c4d6019725255903b7866bd6ea-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-regular-400.woff2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-regular-400.woff2	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
11:04:27	327824/327824	---M--	200	added ('OK')	font/woff2	etag:%2273f171a63c706283586b1a0d33fb5d94-ssl%22	https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-solid-900.woff2	C:/Users/Maega/Downloads/embold/masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/fa-solid-900.woff2	(from https://masco-tailwind.netlify.app/assets/fonts/iconfonts/font-awesome/stylesheet.css)
